Mod:Item:MetaData, Localized Name
chisel:concrete_gray2:0, Gray Concrete
chisel:concrete_pink:0, Pink Concrete
chisel:concrete_pink:1, Pink Concrete
chisel:concrete_pink:2, Pink Concrete
chisel:concrete_pink:3, Pink Concrete
chisel:concrete_pink:4, Pink Concrete
chisel:concrete_pink:5, Pink Concrete
chisel:concrete_pink:6, Pink Concrete
chisel:concrete_pink:7, Pink Concrete
chisel:concrete_pink:8, Pink Concrete
chisel:concrete_pink:9, Pink Concrete
chisel:concrete_pink:10, Pink Concrete
chisel:concrete_pink:11, Pink Concrete
chisel:concrete_pink:12, Pink Concrete
chisel:concrete_pink:13, Pink Concrete
chisel:concrete_pink:14, Pink Concrete
chisel:concrete_pink:15, Pink Concrete
chisel:concrete_pink1:0, Pink Concrete
chisel:concrete_pink1:1, Pink Concrete
chisel:concrete_pink1:2, Pink Concrete
chisel:concrete_pink1:3, Pink Concrete
chisel:concrete_pink1:4, Pink Concrete
chisel:concrete_pink1:5, Pink Concrete
chisel:concrete_pink1:6, Pink Concrete
chisel:concrete_pink1:7, Pink Concrete
chisel:concrete_pink1:8, Pink Concrete
chisel:concrete_pink1:9, Pink Concrete
chisel:concrete_pink1:10, Pink Concrete
chisel:concrete_pink1:11, Pink Concrete
chisel:concrete_pink1:12, Pink Concrete
chisel:concrete_pink1:13, Pink Concrete
chisel:concrete_pink1:14, Pink Concrete
chisel:concrete_pink1:15, Pink Concrete
chisel:concrete_pink2:0, Pink Concrete
chisel:concrete_lime:0, Lime Concrete
chisel:concrete_lime:1, Lime Concrete
chisel:concrete_lime:2, Lime Concrete
chisel:concrete_lime:3, Lime Concrete
chisel:concrete_lime:4, Lime Concrete
chisel:concrete_lime:5, Lime Concrete
chisel:concrete_lime:6, Lime Concrete
chisel:concrete_lime:7, Lime Concrete
chisel:concrete_lime:8, Lime Concrete
chisel:concrete_lime:9, Lime Concrete
chisel:concrete_lime:10, Lime Concrete
chisel:concrete_lime:11, Lime Concrete
chisel:concrete_lime:12, Lime Concrete
chisel:concrete_lime:13, Lime Concrete
chisel:concrete_lime:14, Lime Concrete
chisel:concrete_lime:15, Lime Concrete
chisel:concrete_lime1:0, Lime Concrete
chisel:concrete_lime1:1, Lime Concrete
chisel:concrete_lime1:2, Lime Concrete
chisel:concrete_lime1:3, Lime Concrete
chisel:concrete_lime1:4, Lime Concrete
chisel:concrete_lime1:5, Lime Concrete
chisel:concrete_lime1:6, Lime Concrete
chisel:concrete_lime1:7, Lime Concrete
chisel:concrete_lime1:8, Lime Concrete
chisel:concrete_lime1:9, Lime Concrete
chisel:concrete_lime1:10, Lime Concrete
chisel:concrete_lime1:11, Lime Concrete
chisel:concrete_lime1:12, Lime Concrete
chisel:concrete_lime1:13, Lime Concrete
chisel:concrete_lime1:14, Lime Concrete
chisel:concrete_lime1:15, Lime Concrete
chisel:concrete_lime2:0, Lime Concrete
chisel:concrete_yellow:0, Yellow Concrete
chisel:concrete_yellow:1, Yellow Concrete
chisel:concrete_yellow:2, Yellow Concrete
chisel:concrete_yellow:3, Yellow Concrete
chisel:concrete_yellow:4, Yellow Concrete
chisel:concrete_yellow:5, Yellow Concrete
chisel:concrete_yellow:6, Yellow Concrete
chisel:concrete_yellow:7, Yellow Concrete
chisel:concrete_yellow:8, Yellow Concrete
chisel:concrete_yellow:9, Yellow Concrete
chisel:concrete_yellow:10, Yellow Concrete
chisel:concrete_yellow:11, Yellow Concrete
chisel:concrete_yellow:12, Yellow Concrete
chisel:concrete_yellow:13, Yellow Concrete
chisel:concrete_yellow:14, Yellow Concrete
chisel:concrete_yellow:15, Yellow Concrete
chisel:concrete_yellow1:0, Yellow Concrete
chisel:concrete_yellow1:1, Yellow Concrete
chisel:concrete_yellow1:2, Yellow Concrete
chisel:concrete_yellow1:3, Yellow Concrete
chisel:concrete_yellow1:4, Yellow Concrete
chisel:concrete_yellow1:5, Yellow Concrete
chisel:concrete_yellow1:6, Yellow Concrete
chisel:concrete_yellow1:7, Yellow Concrete
chisel:concrete_yellow1:8, Yellow Concrete
chisel:concrete_yellow1:9, Yellow Concrete
chisel:concrete_yellow1:10, Yellow Concrete
chisel:concrete_yellow1:11, Yellow Concrete
chisel:concrete_yellow1:12, Yellow Concrete
chisel:concrete_yellow1:13, Yellow Concrete
chisel:concrete_yellow1:14, Yellow Concrete
chisel:concrete_yellow1:15, Yellow Concrete
chisel:concrete_yellow2:0, Yellow Concrete
chisel:concrete_lightblue:0, Light Blue Concrete
chisel:concrete_lightblue:1, Light Blue Concrete
chisel:concrete_lightblue:2, Light Blue Concrete
chisel:concrete_lightblue:3, Light Blue Concrete
chisel:concrete_lightblue:4, Light Blue Concrete
chisel:concrete_lightblue:5, Light Blue Concrete
chisel:concrete_lightblue:6, Light Blue Concrete
chisel:concrete_lightblue:7, Light Blue Concrete
chisel:concrete_lightblue:8, Light Blue Concrete
chisel:concrete_lightblue:9, Light Blue Concrete
chisel:concrete_lightblue:10, Light Blue Concrete
chisel:concrete_lightblue:11, Light Blue Concrete
chisel:concrete_lightblue:12, Light Blue Concrete
chisel:concrete_lightblue:13, Light Blue Concrete
chisel:concrete_lightblue:14, Light Blue Concrete
chisel:concrete_lightblue:15, Light Blue Concrete
chisel:concrete_lightblue1:0, Light Blue Concrete
chisel:concrete_lightblue1:1, Light Blue Concrete
chisel:concrete_lightblue1:2, Light Blue Concrete
chisel:concrete_lightblue1:3, Light Blue Concrete
chisel:concrete_lightblue1:4, Light Blue Concrete
chisel:concrete_lightblue1:5, Light Blue Concrete
chisel:concrete_lightblue1:6, Light Blue Concrete
chisel:concrete_lightblue1:7, Light Blue Concrete
chisel:concrete_lightblue1:8, Light Blue Concrete
chisel:concrete_lightblue1:9, Light Blue Concrete
chisel:concrete_lightblue1:10, Light Blue Concrete
chisel:concrete_lightblue1:11, Light Blue Concrete
chisel:concrete_lightblue1:12, Light Blue Concrete
chisel:concrete_lightblue1:13, Light Blue Concrete
chisel:concrete_lightblue1:14, Light Blue Concrete
chisel:concrete_lightblue1:15, Light Blue Concrete
chisel:concrete_lightblue2:0, Light Blue Concrete
chisel:concrete_magenta:0, Magenta Concrete
chisel:concrete_magenta:1, Magenta Concrete
chisel:concrete_magenta:2, Magenta Concrete
chisel:concrete_magenta:3, Magenta Concrete
chisel:concrete_magenta:4, Magenta Concrete
chisel:concrete_magenta:5, Magenta Concrete
chisel:concrete_magenta:6, Magenta Concrete
chisel:concrete_magenta:7, Magenta Concrete
chisel:concrete_magenta:8, Magenta Concrete
chisel:concrete_magenta:9, Magenta Concrete
chisel:concrete_magenta:10, Magenta Concrete
chisel:concrete_magenta:11, Magenta Concrete
chisel:concrete_magenta:12, Magenta Concrete
chisel:concrete_magenta:13, Magenta Concrete
chisel:concrete_magenta:14, Magenta Concrete
chisel:concrete_magenta:15, Magenta Concrete
chisel:concrete_magenta1:0, Magenta Concrete
chisel:concrete_magenta1:1, Magenta Concrete
chisel:concrete_magenta1:2, Magenta Concrete
chisel:concrete_magenta1:3, Magenta Concrete
chisel:concrete_magenta1:4, Magenta Concrete
chisel:concrete_magenta1:5, Magenta Concrete
chisel:concrete_magenta1:6, Magenta Concrete
chisel:concrete_magenta1:7, Magenta Concrete
chisel:concrete_magenta1:8, Magenta Concrete
chisel:concrete_magenta1:9, Magenta Concrete
chisel:concrete_magenta1:10, Magenta Concrete
chisel:concrete_magenta1:11, Magenta Concrete
chisel:concrete_magenta1:12, Magenta Concrete
chisel:concrete_magenta1:13, Magenta Concrete
chisel:concrete_magenta1:14, Magenta Concrete
chisel:concrete_magenta1:15, Magenta Concrete
chisel:concrete_magenta2:0, Magenta Concrete
chisel:concrete_orange:0, Orange Concrete
chisel:concrete_orange:1, Orange Concrete
chisel:concrete_orange:2, Orange Concrete
chisel:concrete_orange:3, Orange Concrete
chisel:concrete_orange:4, Orange Concrete
chisel:concrete_orange:5, Orange Concrete
chisel:concrete_orange:6, Orange Concrete
chisel:concrete_orange:7, Orange Concrete
chisel:concrete_orange:8, Orange Concrete
chisel:concrete_orange:9, Orange Concrete
chisel:concrete_orange:10, Orange Concrete
chisel:concrete_orange:11, Orange Concrete
chisel:concrete_orange:12, Orange Concrete
chisel:concrete_orange:13, Orange Concrete
chisel:concrete_orange:14, Orange Concrete
chisel:concrete_orange:15, Orange Concrete
chisel:concrete_orange1:0, Orange Concrete
chisel:concrete_orange1:1, Orange Concrete
chisel:concrete_orange1:2, Orange Concrete
chisel:concrete_orange1:3, Orange Concrete
chisel:concrete_orange1:4, Orange Concrete
chisel:concrete_orange1:5, Orange Concrete
chisel:concrete_orange1:6, Orange Concrete
chisel:concrete_orange1:7, Orange Concrete
chisel:concrete_orange1:8, Orange Concrete
chisel:concrete_orange1:9, Orange Concrete
chisel:concrete_orange1:10, Orange Concrete
chisel:concrete_orange1:11, Orange Concrete
chisel:concrete_orange1:12, Orange Concrete
chisel:concrete_orange1:13, Orange Concrete
chisel:concrete_orange1:14, Orange Concrete
chisel:concrete_orange1:15, Orange Concrete
chisel:concrete_orange2:0, Orange Concrete
chisel:concrete_white:0, White Concrete
chisel:concrete_white:1, White Concrete
chisel:concrete_white:2, White Concrete
chisel:concrete_white:3, White Concrete
chisel:concrete_white:4, White Concrete
chisel:concrete_white:5, White Concrete
chisel:concrete_white:6, White Concrete
chisel:concrete_white:7, White Concrete
chisel:concrete_white:8, White Concrete
chisel:concrete_white:9, White Concrete
chisel:concrete_white:10, White Concrete
chisel:concrete_white:11, White Concrete
chisel:concrete_white:12, White Concrete
chisel:concrete_white:13, White Concrete
chisel:concrete_white:14, White Concrete
chisel:concrete_white:15, White Concrete
chisel:concrete_white1:0, White Concrete
chisel:concrete_white1:1, White Concrete
chisel:concrete_white1:2, White Concrete
chisel:concrete_white1:3, White Concrete
chisel:concrete_white1:4, White Concrete
chisel:concrete_white1:5, White Concrete
chisel:concrete_white1:6, White Concrete
chisel:concrete_white1:7, White Concrete
chisel:concrete_white1:8, White Concrete
chisel:concrete_white1:9, White Concrete
chisel:concrete_white1:10, White Concrete
chisel:concrete_white1:11, White Concrete
chisel:concrete_white1:12, White Concrete
chisel:concrete_white1:13, White Concrete
chisel:concrete_white1:14, White Concrete
chisel:concrete_white1:15, White Concrete
chisel:concrete_white2:0, White Concrete
chisel:blockcopper:0, 铜块
chisel:blockcopper:1, 铜块
chisel:blockcopper:2, 铜块
chisel:blockcopper:3, 铜块
chisel:blockcopper:4, 铜块
chisel:blockcopper:5, 铜块
chisel:blockcopper:6, 铜块
chisel:diamond:0, 钻石块
chisel:diamond:1, 钻石块
chisel:diamond:2, 钻石块
chisel:diamond:3, 钻石块
chisel:diamond:4, 钻石块
chisel:diamond:5, 钻石块
chisel:diamond:6, 钻石块
chisel:diamond:7, 钻石块
chisel:diamond:8, 钻石块
chisel:diamond:9, 钻石块
chisel:diamond:10, 钻石块
chisel:diamond:11, 钻石块
chisel:diorite:0, Diorite
chisel:diorite:1, Diorite
chisel:diorite:2, Diorite
chisel:diorite:3, Diorite
chisel:diorite:4, Diorite
chisel:diorite:5, Diorite
chisel:diorite:6, Diorite
chisel:diorite:7, Diorite
chisel:diorite:8, Diorite
chisel:diorite:9, Diorite
chisel:diorite:10, Diorite
chisel:diorite:11, Diorite
chisel:diorite:12, Diorite
chisel:diorite:13, Diorite
chisel:diorite:14, Diorite
chisel:diorite:15, Diorite
chisel:diorite1:0, Diorite
chisel:diorite1:1, Diorite
chisel:diorite1:2, Diorite
chisel:diorite1:3, Diorite
chisel:diorite1:4, Diorite
chisel:diorite1:5, Diorite
chisel:diorite1:6, Diorite
chisel:diorite1:7, Diorite
chisel:diorite1:8, Diorite
chisel:diorite1:9, Diorite
chisel:diorite1:10, Diorite
chisel:diorite1:11, Diorite
chisel:diorite1:12, Diorite
chisel:diorite1:13, Diorite
chisel:diorite1:14, Diorite
chisel:diorite1:15, Diorite
chisel:diorite2:0, Diorite
chisel:dirt:0, 泥土
chisel:dirt:1, 泥土
chisel:dirt:2, 泥土
chisel:dirt:3, 泥土
chisel:dirt:4, 泥土
chisel:dirt:5, 泥土
chisel:dirt:6, 泥土
chisel:dirt:7, 泥土
chisel:dirt:8, 泥土
chisel:dirt:9, 泥土
chisel:dirt:10, 泥土
chisel:dirt:11, 泥土
chisel:dirt:12, 泥土
chisel:dirt:13, 泥土
chisel:dirt:14, 泥土
chisel:dirt:15, 泥土
chisel:blockelectrum:0, 琥珀金块
chisel:blockelectrum:1, 琥珀金块
chisel:blockelectrum:2, 琥珀金块
chisel:blockelectrum:3, 琥珀金块
chisel:blockelectrum:4, 琥珀金块
chisel:blockelectrum:5, 琥珀金块
chisel:blockelectrum:6, 琥珀金块
chisel:emerald:0, 绿宝石块
chisel:emerald:1, 绿宝石块
chisel:emerald:2, 绿宝石块
chisel:emerald:3, 绿宝石块
chisel:emerald:4, 绿宝石块
chisel:emerald:5, 绿宝石块
chisel:emerald:6, 绿宝石块
chisel:emerald:7, 绿宝石块
chisel:emerald:8, 绿宝石块
chisel:emerald:9, 绿宝石块
chisel:emerald:10, 绿宝石块
chisel:emerald:11, 绿宝石块
chisel:emerald:12, 绿宝石块
chisel:emerald:13, 绿宝石块
chisel:purpur:0, 紫石
chisel:purpur:1, 紫石
chisel:purpur:2, 紫石
chisel:purpur:3, 紫石
chisel:purpur:4, 紫石
chisel:purpur:5, 紫石
chisel:purpur:6, 紫石
chisel:purpur:7, 紫石
chisel:purpur:8, 紫石
chisel:purpur:9, 紫石
chisel:purpur:10, 紫石
chisel:purpur:11, 紫石
chisel:purpur:12, 紫石
chisel:purpur:13, 紫石
chisel:purpur:14, 紫石
chisel:purpur:15, 紫石
chisel:purpur1:0, 紫石
chisel:purpur1:1, 紫石
chisel:purpur1:2, 紫石
chisel:purpur1:3, 紫石
chisel:purpur1:4, 紫石
chisel:purpur1:5, 紫石
chisel:purpur1:6, 紫石
chisel:purpur1:7, 紫石
chisel:purpur1:8, 紫石
chisel:purpur1:9, 紫石
chisel:purpur2:0, 紫石
chisel:purpur2:1, 紫石
chisel:purpur2:2, 紫石
chisel:purpur2:3, 紫石
chisel:purpur2:4, 紫石
chisel:endstone:0, 末地石
chisel:endstone:1, 末地石
chisel:endstone:2, 末地石
chisel:endstone:3, 末地石
chisel:endstone:4, 末地石
chisel:endstone:5, 末地石
chisel:endstone:6, 末地石
chisel:endstone:7, 末地石
chisel:endstone:8, 末地石
chisel:endstone:9, 末地石
chisel:endstone:10, 末地石
chisel:endstone:11, 末地石
chisel:endstone:12, 末地石
chisel:endstone:13, 末地石
chisel:endstone:14, 末地石
chisel:endstone:15, 末地石
chisel:endstone1:0, 末地石
chisel:endstone1:1, 末地石
chisel:endstone1:2, 末地石
chisel:endstone1:3, 末地石
chisel:endstone1:4, 末地石
chisel:endstone1:5, 末地石
chisel:endstone1:6, 末地石
chisel:endstone1:7, 末地石
chisel:endstone1:8, 末地石
chisel:endstone1:9, 末地石
chisel:endstone2:0, 末地石
chisel:endstone2:1, 末地石
chisel:endstone2:2, 末地石
chisel:endstone2:3, 末地石
chisel:endstone2:4, 末地石
chisel:endstone2:5, 末地石
chisel:endstone2:6, 末地石
chisel:factory:0, 工厂方块
chisel:factory:1, 工厂方块
chisel:factory:2, 工厂方块
chisel:factory:3, 工厂方块
chisel:factory:4, 工厂方块
chisel:factory:5, 工厂方块
chisel:factory:6, 工厂方块
chisel:factory:7, 工厂方块
chisel:factory:8, 工厂方块
chisel:factory:9, 工厂方块
chisel:factory:10, 工厂方块
chisel:factory:11, 工厂方块
chisel:factory:12, 工厂方块
chisel:factory:13, 工厂方块
chisel:factory:14, 工厂方块
chisel:factory:15, 工厂方块
chisel:factory1:0, 工厂方块
chisel:factory1:1, 工厂方块
chisel:factory1:2, 工厂方块
chisel:factory1:3, 工厂方块
chisel:factory1:4, 工厂方块
chisel:futura:0, 科幻方块
chisel:futura:1, 科幻方块
chisel:futura:2, 科幻方块
chisel:futura:3, 科幻方块
chisel:futura:4, 科幻方块
chisel:futura:5, 科幻方块
chisel:glass:0, 玻璃
chisel:glass:1, 玻璃
chisel:glass:2, 玻璃
chisel:glass:3, 玻璃
chisel:glass:4, 玻璃
chisel:glass:5, 玻璃
chisel:glass:6, 玻璃
chisel:glass:7, 玻璃
chisel:glass:8, 玻璃
chisel:glass:9, 玻璃
chisel:glass:10, 玻璃
chisel:glass:11, 玻璃
chisel:glass:12, 玻璃
chisel:glass:13, 玻璃
chisel:glass:14, 玻璃
chisel:glass:15, 玻璃
chisel:glassdyedblack:0, 黑色染色玻璃
chisel:glassdyedblack:1, 黑色染色玻璃
chisel:glassdyedblack:2, 黑色染色玻璃
chisel:glassdyedblack:3, 黑色染色玻璃
chisel:glassdyedblack:4, 黑色染色玻璃
chisel:glassdyedblack:5, 黑色染色玻璃
chisel:glassdyedred:0, 红色染色玻璃
chisel:glassdyedred:1, 红色染色玻璃
chisel:glassdyedred:2, 红色染色玻璃
chisel:glassdyedred:3, 红色染色玻璃
chisel:glassdyedred:4, 红色染色玻璃
chisel:glassdyedred:5, 红色染色玻璃
chisel:glassdyedgreen:0, 绿色染色玻璃
chisel:glassdyedgreen:1, 绿色染色玻璃
chisel:glassdyedgreen:2, 绿色染色玻璃
chisel:glassdyedgreen:3, 绿色染色玻璃
chisel:glassdyedgreen:4, 绿色染色玻璃
chisel:glassdyedgreen:5, 绿色染色玻璃
chisel:glassdyedbrown:0, 棕色染色玻璃
chisel:glassdyedbrown:1, 棕色染色玻璃
chisel:glassdyedbrown:2, 棕色染色玻璃
chisel:glassdyedbrown:3, 棕色染色玻璃
chisel:glassdyedbrown:4, 棕色染色玻璃
chisel:glassdyedbrown:5, 棕色染色玻璃
chisel:glassdyedblue:0, 蓝色染色玻璃
chisel:glassdyedblue:1, 蓝色染色玻璃
chisel:glassdyedblue:2, 蓝色染色玻璃
chisel:glassdyedblue:3, 蓝色染色玻璃
chisel:glassdyedblue:4, 蓝色染色玻璃
chisel:glassdyedblue:5, 蓝色染色玻璃
chisel:glassdyedpurple:0, 紫色染色玻璃
chisel:glassdyedpurple:1, 紫色染色玻璃
chisel:glassdyedpurple:2, 紫色染色玻璃
chisel:glassdyedpurple:3, 紫色染色玻璃
chisel:glassdyedpurple:4, 紫色染色玻璃
chisel:glassdyedpurple:5, 紫色染色玻璃
chisel:glassdyedcyan:0, 青色染色玻璃
chisel:glassdyedcyan:1, 青色染色玻璃
chisel:glassdyedcyan:2, 青色染色玻璃
chisel:glassdyedcyan:3, 青色染色玻璃
chisel:glassdyedcyan:4, 青色染色玻璃
chisel:glassdyedcyan:5, 青色染色玻璃
chisel:glassdyedlightgray:0, 淡灰色染色玻璃
chisel:glassdyedlightgray:1, 淡灰色染色玻璃
chisel:glassdyedlightgray:2, 淡灰色染色玻璃
chisel:glassdyedlightgray:3, 淡灰色染色玻璃
chisel:glassdyedlightgray:4, 淡灰色染色玻璃
chisel:glassdyedlightgray:5, 淡灰色染色玻璃
chisel:glassdyedgray:0, 灰色染色玻璃
chisel:glassdyedgray:1, 灰色染色玻璃
chisel:glassdyedgray:2, 灰色染色玻璃
chisel:glassdyedgray:3, 灰色染色玻璃
chisel:glassdyedgray:4, 灰色染色玻璃
chisel:glassdyedgray:5, 灰色染色玻璃
chisel:glassdyedpink:0, 粉色染色玻璃
chisel:glassdyedpink:1, 粉色染色玻璃
chisel:glassdyedpink:2, 粉色染色玻璃
chisel:glassdyedpink:3, 粉色染色玻璃
chisel:glassdyedpink:4, 粉色染色玻璃
chisel:glassdyedpink:5, 粉色染色玻璃
chisel:glassdyedlime:0, 黄绿色染色玻璃
chisel:glassdyedlime:1, 黄绿色染色玻璃
chisel:glassdyedlime:2, 黄绿色染色玻璃
chisel:glassdyedlime:3, 黄绿色染色玻璃
chisel:glassdyedlime:4, 黄绿色染色玻璃
chisel:glassdyedlime:5, 黄绿色染色玻璃
chisel:glassdyedyellow:0, 黄色染色玻璃
chisel:glassdyedyellow:1, 黄色染色玻璃
chisel:glassdyedyellow:2, 黄色染色玻璃
chisel:glassdyedyellow:3, 黄色染色玻璃
chisel:glassdyedyellow:4, 黄色染色玻璃
chisel:glassdyedyellow:5, 黄色染色玻璃
chisel:glassdyedlightblue:0, 淡蓝色染色玻璃
chisel:glassdyedlightblue:1, 淡蓝色染色玻璃
chisel:glassdyedlightblue:2, 淡蓝色染色玻璃
chisel:glassdyedlightblue:3, 淡蓝色染色玻璃
chisel:glassdyedlightblue:4, 淡蓝色染色玻璃
chisel:glassdyedlightblue:5, 淡蓝色染色玻璃
chisel:glassdyedmagenta:0, 品红色染色玻璃
chisel:glassdyedmagenta:1, 品红色染色玻璃
chisel:glassdyedmagenta:2, 品红色染色玻璃
chisel:glassdyedmagenta:3, 品红色染色玻璃
chisel:glassdyedmagenta:4, 品红色染色玻璃
chisel:glassdyedmagenta:5, 品红色染色玻璃
chisel:glassdyedorange:0, 橙色染色玻璃
chisel:glassdyedorange:1, 橙色染色玻璃
chisel:glassdyedorange:2, 橙色染色玻璃
chisel:glassdyedorange:3, 橙色染色玻璃
chisel:glassdyedorange:4, 橙色染色玻璃
chisel:glassdyedorange:5, 橙色染色玻璃
chisel:glassdyedwhite:0, 白色染色玻璃
chisel:glassdyedwhite:1, 白色染色玻璃
chisel:glassdyedwhite:2, 白色染色玻璃
chisel:glassdyedwhite:3, 白色染色玻璃
chisel:glassdyedwhite:4, 白色染色玻璃
chisel:glassdyedwhite:5, 白色染色玻璃
chisel:glowstone:0, Glowstone
chisel:glowstone:1, Glowstone
chisel:glowstone:2, Glowstone
chisel:glowstone:3, Glowstone
chisel:glowstone:4, Glowstone
chisel:glowstone:5, Glowstone
chisel:glowstone:6, Glowstone
chisel:glowstone:7, Glowstone
chisel:glowstone:8, Glowstone
chisel:glowstone:9, Glowstone
chisel:glowstone:10, Glowstone
chisel:glowstone:11, Glowstone
chisel:glowstone:12, Glowstone
chisel:glowstone:13, Glowstone
chisel:glowstone:14, Glowstone
chisel:glowstone:15, Glowstone
chisel:glowstone1:0, Glowstone
chisel:glowstone1:1, Glowstone
chisel:glowstone1:2, Glowstone
chisel:glowstone1:3, Glowstone
chisel:glowstone1:4, Glowstone
chisel:glowstone1:5, Glowstone
chisel:glowstone1:6, Glowstone
chisel:glowstone1:7, Glowstone
chisel:glowstone1:8, Glowstone
chisel:glowstone1:9, Glowstone
chisel:glowstone1:10, Glowstone
chisel:glowstone1:11, Glowstone
chisel:glowstone1:12, Glowstone
chisel:glowstone1:13, Glowstone
chisel:glowstone1:14, Glowstone
chisel:glowstone1:15, Glowstone
chisel:glowstone2:0, Glowstone
chisel:blockgold:0, 金块
chisel:blockgold:1, 金块
chisel:blockgold:2, 金块
chisel:blockgold:3, 金块
chisel:blockgold:4, 金块
chisel:blockgold:5, 金块
chisel:blockgold:6, 金块
chisel:gold:0, 金块
chisel:gold:1, 金块
chisel:gold:2, 金块
chisel:gold:3, 金块
chisel:gold:4, 金块
chisel:gold:5, 金块
chisel:gold:6, 金块
chisel:gold:7, 金块
chisel:gold:8, 金块
chisel:gold:9, 金块
chisel:gold:10, 金块
chisel:gold:11, 金块
chisel:gold:12, 金块
chisel:gold:13, 金块
chisel:gold:14, 金块
chisel:granite:0, Granite
chisel:granite:1, Granite
chisel:granite:2, Granite
chisel:granite:3, Granite
chisel:granite:4, Granite
chisel:granite:5, Granite
chisel:granite:6, Granite
chisel:granite:7, Granite
chisel:granite:8, Granite
chisel:granite:9, Granite
chisel:granite:10, Granite
chisel:granite:11, Granite
chisel:granite:12, Granite
chisel:granite:13, Granite
chisel:granite:14, Granite
chisel:granite:15, Granite
chisel:granite1:0, Granite
chisel:granite1:1, Granite
chisel:granite1:2, Granite
chisel:granite1:3, Granite
chisel:granite1:4, Granite
chisel:granite1:5, Granite
chisel:granite1:6, Granite
chisel:granite1:7, Granite
chisel:granite1:8, Granite
chisel:granite1:9, Granite
chisel:granite1:10, Granite
chisel:granite1:11, Granite
chisel:granite1:12, Granite
chisel:granite1:13, Granite
chisel:granite1:14, Granite
chisel:granite1:15, Granite
chisel:granite2:0, Granite
chisel:hardenedclay:0, 硬化粘土
chisel:hardenedclay:1, 硬化粘土
chisel:hardenedclay:2, 硬化粘土
chisel:hardenedclay:3, 硬化粘土
chisel:hardenedclay:4, 硬化粘土
chisel:hardenedclay:5, 硬化粘土
chisel:hardenedclay:6, 硬化粘土
chisel:hardenedclay:7, 硬化粘土
chisel:hardenedclay:8, 硬化粘土
chisel:hardenedclay:9, 硬化粘土
chisel:hardenedclay:10, 硬化粘土
chisel:hardenedclay:11, 硬化粘土
chisel:hardenedclay:12, 硬化粘土
chisel:hardenedclay:13, 硬化粘土
chisel:hardenedclay:14, 硬化粘土
chisel:hardenedclay:15, 硬化粘土
chisel:hardenedclay1:0, 硬化粘土
chisel:hardenedclay1:1, 硬化粘土
chisel:hardenedclay1:2, 硬化粘土
chisel:hardenedclay1:3, 硬化粘土
chisel:hardenedclay1:4, 硬化粘土
chisel:hardenedclay1:5, 硬化粘土
chisel:hardenedclay1:6, 硬化粘土
chisel:hardenedclay1:7, 硬化粘土
chisel:hardenedclay1:8, 硬化粘土
chisel:hardenedclay1:9, 硬化粘土
chisel:hardenedclay2:0, 硬化粘土
chisel:hardenedclay2:1, 硬化粘土
chisel:hardenedclay2:2, 硬化粘土
chisel:hardenedclay2:3, 硬化粘土
chisel:hardenedclay2:4, 硬化粘土
chisel:hardenedclay2:5, 硬化粘土
chisel:hardenedclay2:6, 硬化粘土
chisel:ice:0, Ice
chisel:ice:1, Ice
chisel:ice:2, Ice
chisel:ice:3, Ice
chisel:ice:4, Ice
chisel:ice:5, Ice
chisel:ice:6, Ice
chisel:ice:7, Ice
chisel:ice:8, Ice
chisel:ice:9, Ice
chisel:ice:10, Ice
chisel:ice:11, Ice
chisel:ice:12, Ice
chisel:ice:13, Ice
chisel:ice:14, Ice
chisel:ice:15, Ice
chisel:ice1:0, Ice
chisel:ice1:1, Ice
chisel:ice1:2, Ice
chisel:ice1:3, Ice
chisel:ice1:4, Ice
chisel:ice1:5, Ice
chisel:ice1:6, Ice
chisel:ice1:7, Ice
chisel:ice1:8, Ice
chisel:ice1:9, Ice
chisel:ice1:10, Ice
chisel:ice1:11, Ice
chisel:ice1:12, Ice
chisel:ice1:13, Ice
chisel:ice1:14, Ice
chisel:ice1:15, Ice
chisel:ice2:0, Ice
chisel:icepillar:0, 冰柱
chisel:icepillar:1, 冰柱
chisel:icepillar:2, 冰柱
chisel:icepillar:3, 冰柱
chisel:icepillar:4, 冰柱
chisel:icepillar:5, 冰柱
chisel:icepillar:6, 冰柱
chisel:blockinvar:0, 因瓦合金块
chisel:blockinvar:1, 因瓦合金块
chisel:blockinvar:2, 因瓦合金块
chisel:blockinvar:3, 因瓦合金块
chisel:blockinvar:4, 因瓦合金块
chisel:blockinvar:5, 因瓦合金块
chisel:blockinvar:6, 因瓦合金块
chisel:blockiron:0, 铁块
chisel:blockiron:1, 铁块
chisel:blockiron:2, 铁块
chisel:blockiron:3, 铁块
chisel:blockiron:4, 铁块
chisel:blockiron:5, 铁块
chisel:blockiron:6, 铁块
chisel:iron:0, 铁块
chisel:iron:1, 铁块
chisel:iron:2, 铁块
chisel:iron:3, 铁块
chisel:iron:4, 铁块
chisel:iron:5, 铁块
chisel:iron:6, 铁块
chisel:iron:7, 铁块
chisel:iron:8, 铁块
chisel:iron:9, 铁块
chisel:iron:10, 铁块
chisel:iron:11, 铁块
chisel:iron:12, 铁块
chisel:iron:13, 铁块
chisel:iron:14, 铁块
chisel:ironpane:0, 铁栅栏 [WIP!]
chisel:ironpane:1, 铁栅栏 [WIP!]
chisel:ironpane:2, 铁栅栏 [WIP!]
chisel:ironpane:3, 铁栅栏 [WIP!]
chisel:ironpane:4, 铁栅栏 [WIP!]
